urls,titles,authors,published_dates,articles_content
https://mb.com.ph/2021/03/04/duterte-to-fully-reopen-economy-if-most-filipinos-can-easily-get-covid-19-vaccines-in-health-facilities/,Duterte to fully reopen economy if most Filipinos can easily get COVID-19 vaccines in health facilities,by Genalyn Kabiling,"Published March 4, 2021, 7:03 PM","
President Duterte is willing to fully reopen the Philippine economy once he sees Filipinos can easily avail themselves of coronavirus vaccines in health facilities across the country.
President Rodrigo Roa Duterte
The President laid down the “standard” that will convince him to further ease the movement restrictions after his economic managers have been “pestering” him to open the local economy some more.
According to the President, even education authorities were making a pitch for the resumption of in-person classes in some places but he remained reluctant pending the vaccination drive in the country.“If I see most of the citizens can avail of the vaccine in any of the health centers, hospitals, at wala ng — that is the standard, then I will reopen everything sa ating ekonomiya (in our economy),” Duterte said during his visit to Valenzuela City Thursday, March 4.
Before he decides on fully opening the economy, Duterte said Filipinos must be able to get vaccinated in any public health center or hospital without any hassle.
“Pag every Filipino ganyan ang sitwasyon na magpabakuna na lang sila, wala nang kulang at walang maraming kutso-kutso, then I will open it immediately (When every Filipino can get inoculated without any more fuss, then I will open it immediately),” he said
“For now pigil ako sa lalo na mga bata (For now, I am constrained especially when it comes to the children),” Duterte said.Duterte also gave an assurance that the government would exert all efforts to roll out the nationwide COVID-19 Vaccination Program “to enable us to reopen our schools and slowly resume our face-to-face learning.”
“To our students, I hope that despite the challenges ahead, you will persevere and strive hard[er] to excel and reach your [full] potential,” he said.
In an earlier Palace briefing, Cabinet Secretary Karlo Nograles said the President wanted a widespread vaccination effort before he considers the resumption of face-to-face classes in schools.He said the President would like to see around 2 million vaccines administered before deciding on the reopening of traditional learning in schools.
The President made the latest statement a few days after the government started its free immunization program, initially offering the vaccines to health workers.
After the delivery of the Sinovac vaccines last Sunday, additional doses of vaccines from AstraZeneca are expected to arrive in the country Thursday.
More than 400,000 doses will come from the World Health Organization-led global vaccine acquisition scheme.
The President is expected to attend the turnover ceremony at the Manila airport.The country is largely under the most relaxed community quarantine level after the government began easing the strict lockdown last year.
The pandemic lockdown, first implemented almost a year ago, has weakened the local economy, crippled business operations, and left many people jobless. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/laguna-conducts-simulation-of-covid-19-vaccine-rollout/,Laguna conducts simulation of COVID-19 vaccine rollout,by Carla Bauto Deña,"Published March 4, 2021, 6:59 PM","
STA. CRUZ, Laguna – The provincial government conducted a simulation exercise for its vaccination rollout on Wednesday (March 3).
(Laguna Provincial Information Office / MANILA BULLETIN)
The activity was led by the Laguna Medical Center along with the Provincial Health Office, Santa Cruz Municipal Health Office, Pagsanjan Rural Health Unit, and barangay health workers.
Governor Ramil L. Hernandez, for his part, said he’s looking forward to an organized vaccine rollout with the help of the province’s health workers. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/why-duterte-can-be-choosy-with-covid-19-vaccine-hes-the-president-and-a-senior-citizen-roque/,Why Duterte can be choosy with COVID-19 vaccine? He’s the President and a senior citizen — Roque,by Genalyn Kabiling,"Published March 4, 2021, 5:35 PM","
Holding the highest government post in the country and carrying the heavy burdens of the presidency brings with it a lot of perks, including the prerogative to pick a coronavirus vaccine.
President Rodrigo Roa Duterte
(ALBERTO ALCAIN / PRESIDENTIAL PHOTO / FILE PHOTO)
While Filipinos have been asked not to be choosy with the brand of vaccines, Presidential spokesman Harry Roque has invoked President Duterte’s position in government as well as his senior age in justifying his right to choose the brand.
“Well you know, I think the President is the president and because he is over 70 years old,” Roque said during a televised press briefing when asked why the President can choose his vaccine brand despite not being a health worker.The country’s health workers, considered heroes for battling the pandemic in the front lines, are given the top priority to get the vaccine supply to enhance their protection against the illness. Next in the vaccination line will be seniors, poor and vulnerable citizens and essential workers.
The government earlier declared that all health workers must receive the free inoculations before other priority sectors will be vaccinated.
“Kung masusunod talaga, hindi talaga dapat magpabakuna pa si Presidente dahil hindi pa tapos ang mga medical frontliners (If the policy will be followed, the President must not really be vaccinated yet because the vaccination of medical frontliners is not yet complete),” Roque said.
The President earlier passed up on getting the Sinovac vaccines despite the recent delivery to the country. The Chinese-made vaccines have not been recommended for health workers, and instead may be used for healthy persons age 18 to 59.The 75-year-old Duterte instead opted to wait for another Chinese brand upon the advice of his doctor. The Palace earlier said the President wanted to be injected with the Sinopharm vaccine and will wait for its emergency use approval by local drug regulators. The Chinese drug manufacturer has reportedly filed its application for emergency use authorization before the Food and Drug Administration. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/who-astrazeneca-vaccines-still-effective-vs-south-african-covid-19-variant/,WHO: AstraZeneca vaccines still effective vs South African COVID-19 variant,by Analou De Vera ,"Published March 4, 2021, 5:03 PM","
The World Health Organization (WHO) said it “believes” that the coronavirus disease vaccine developed by British drugmaker AstraZeneca is still effective against the South African variant of the coronavirus.
(Photo by JUSTIN TALLIS / AFP / FILE PHOTO)
“We still believe that the AstraZeneca vaccine is effective even in places where you have a large proportion of cases which could be attributed to the B1351 variant or the South African variant,” said WHO Representative to the Philippines Dr. Rabindra Abeyasinghe on Thursday, March 4.
The OCTA Research Group on Wednesday, March 3, said “the efficacy of AstraZeneca vaccine against the South African variant could be reduced from 70 percent to 10 percent,” citing an international study.Abeyasinghe said they were looking at the reports “carefully.” “The sample was a very small sample, less than 2000 people,” he said.
“The study that was used in South Africa was a very limited scale study. And what it showed was that there was evidence of mild and moderate disease…. Of course as I already mentioned, the focus of the vaccines is to prevent severe disease and deaths,” he added. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/who-4-5-million-doses-of-astrazeneca-covid-19-vaccines-set-to-arrive-in-ph-from-covax-facility/,WHO: 4.5 million doses of AstraZeneca COVID-19 vaccines set to arrive in PH from COVAX facility,by Analou De Vera ,"Published March 4, 2021, 1:52 PM","
The Philippines is expected to receive a total of 4.5 million doses of AstraZeneca coronavirus disease (COVID-19) vaccines by May this year, an official of the World Health Organization (WHO) said on Thursday, March 4.
(Photo by Fred SCHEIBER / AFP)
WHO Representative to the Philippines Dr. Rabindra Abeyasinghe said that the COVAX facility, a global initiative aimed at giving equitable access to COVID-19 vaccines, has committed to deliver the said number of vaccines from March to May.
An initial shipment of 487,000 doses of AstraZeneca vaccines are expected to arrive on Thursday. These vaccines were supposed to be delivered last Monday, March 1.“So we had some initial problems with setting up the mechanisms and the deliveries. We are happy to note that the Philippines is receiving one of the largest consignment of COVAX vaccines. In this first initial consignment… (there are) 487,000 doses,” he said.
“As I’ve mentioned, we expect 4.5 million doses of AstraZeneca vaccines to arrive. We don’t have the exact schedule now but they will be coming in larger batches possibly,” he added.
The COVAX facility has also committed to send vaccines developed by American drugmaker Pfizer.
“And in addition to that, we will also be receiving 117,000 Pfizer-BioNTech vaccines. Plus, the additional quantities of Pfizer-BioNTech vaccines that will be allocated will be known before the end of this month,” he added.With this large number of vaccines set to be delivered, Abeyasinghe urged the Philippine government to prepare the different cold storage facilities in the country.
“We need to set up in the country the capacity to manage these large stocks of vaccines coming in,” he said.
“The Philippines needs to demonstrate that they can roll out the vaccines in an efficient manner, minimizing wastage of vaccines,” he added. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/bacoor-lgu-launches-barangay-digital-registration-for-covid-19-vaccine/,Bacoor LGU launches barangay digital registration for COVID-19 vaccine,by Carla Bauto Deña,"Published March 4, 2021, 10:12 AM","
BACOOR CITY, Cavite – The city government launched on Wednesday (March 3) a barangay digital registration system aimed at delivering public service in the new normal, including registration for the coronavirus disease (COVID-19) vaccine.
City Government of Bacoor/MANILA BULLETIN
The Barangay E-Governance and Information Network (BEGIN) will be used by the local government unit (LGU) for conducting surveys, data-basing, disaster response operations, and implementation of the national ID system.
During the launch, Mayor Lani Mercado Revilla said the city government embraces technology and new methods to deliver public service in a safer and more time-efficient way under the new normal. She also said that the system is another step towards the LGU’s plan to make Bacoor a smart city.Following the launch, the LGU’s 500 enumerators are set to conduct house-to-house visits to the city’s 73 barangays to start the survey and online registration for COVID-19 vaccine. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/04/india-developer-says-homegrown-covid-19-vaccine-is-81-effective/,India developer says homegrown COVID-19 vaccine is 81% effective,by Agence France-Presse,"Published March 4, 2021, 7:39 AM","
Indian pharmaceutical firm Bharat Biotech said Wednesday its domestically developed vaccine, criticized for being rolled out before final trials, was found in interim late-stage data to have almost 81 percent efficacy in preventing COVID-19 infection.
A senior citizen waits to receive a COVID-19 coronavirus vaccine at the Rajawadi hospital in Mumbai on March 3, 2021
Questions had been raised by Indian medical experts about the effectiveness of Bharat Biotech’s “Covaxin” after officials authorised it for emergency use in January even though its Phase 3 trials — the last stage before regulatory approval — were not complete.
“Covaxin (not only) demonstrates high clinical efficacy trend against COVID-19 but also significant immunogenicity against the rapidly emerging variants,” Bharat Biotech chairman Krishna Ella said in a statement.The company added that “severe, serious, and medically attended adverse events occurred at low levels and were balanced between vaccine and placebo groups”.
It said interim phase 3 trial results for Covaxin — co-developed with the scientific agency leading the government’s response, the Indian Council for Medical Research — were based on 43 cases of COVID-19 among 25,800 participants.
Of the 43 cases, 36 were recorded in participants who received a placebo and seven in those who were given Covaxin, pointing to an efficacy rate of 80.6 percent after two doses for those who had not previously been infected by the virus, the company added.
The firm said it would share further interim analysis after 87 cases, with a final analysis planned for 130 cases.
The data from the second and final studies would also be submitted to a peer-reviewed journal for publication, it added.
Covaxin, alongside the AstraZeneca/Oxford shot, is one of two vaccines approved for use in India.
The AstraZeneca/Oxford vaccine has been found to be about 62 percent effective in preventing infection. The Pfizer-BioNTech and Moderna vaccines were found to be more than 90 percent effective.Fears about the lack of efficacy data for Covaxin as India’s mass vaccination drive kicked off in mid-January saw some medical workers, including doctors, refuse to get the jab.
Activists had also accused the firm of cutting corners and breaching rules in conducting trials in India.
Prime Minister Narendra Modi took the Covaxin shot on Monday as the country opened up the process to those over 60 and any over-45s with serious illnesses.
Some 15 million shots have been administered so far in the vaccination programme, the health ministry said Wednesday.
The country has the world’s second-highest caseload with more than 11.1 million infections.The daily increase in cases has fallen sharply this year after peaking in September, although some regions have seen an uptick in infections in recent weeks. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/03/valenzuela-city-starts-covid-19-vaccine-rollout-healthcare-workers-get-sinovac-jabs/,"Valenzuela City starts COVID-19 vaccine rollout, healthcare workers get Sinovac jabs",by Allysa Nievera,"Published March 3, 2021, 10:18 PM","
The local government of Valenzuela City started its coronavirus disease (COVID-19) vaccination program rollout on Wednesday, March 3.
(Photo from Mayor Rex Gatchalian Facebook)
The city’s healthcare workers received on Wednesday the China-made Sinovac vaccines at the Valenzuela Medical Center.
Dra. Maria Estrella Litam, chief of the Valenzuela Medical Center, was the first medical frontliner to receive the Sinovac shot in the city.Mayor Rex Gatchalian thanked the Inter-Agency Task Force on Emerging Infectious Diseases for “honoring the frontline workers by giving them vaccine.”
“Ngayon alam natin kahit na marami pa tayong COVID handled patients, eh protektado yung mga mamamayan natin… yung mga frontline workers natin (Now we know that even though we still have many COVID patients, our people and our frontline workers are protected),” Gatchalian said.
The mayor asked the city’s frontliners to be inoculated to help in encouraging the residents to get the vaccine as well.
“Sa mga na vaccinate na, tulungan niyo ho ang lokal na pamahalaan na ipaliwanag sa mamamayan ng Valenzuela na safe at dapat tayong magpabakuna pagdating ng mga supplies ng vaccine (For those who are already vaccinated, help the local government to explain to the people of Valenzuela that it is safe and that we should be vaccinated when the supplies arrive),” he said.The Valenzuela Medical Center also caters to residents of Caloocan, Malabon, Navotas and Southern Bulacan as it is the only public tertiary hospital for COVID-19 patients in the area. SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/03/health-workers-urged-to-get-inoculated-with-any-available-vaccine-amid-detection-of-new-covid-19-variants/,Health workers urged to get inoculated with any available vaccine amid detection of new COVID-19 variants,by Ellalyn De Vera-Ruiz,"Published March 3, 2021, 7:19 PM","
As the number of coronavirus disease (COVID-19) cases in Metro Manila is feared to further increase due to the rapid spread of the UK COVID variant, the OCTA Research Team recommended that health care workers get themselves inoculated immediately to boost their immunity from the virus.
(Photo by Phill Magakoe / AFP)
In a virtual press conference on Wednesday, March 3, OCTA noted that the number of COVID-19 cases in Metro Manila could rise by 45,000 by the end of March to 280,000 cases from the current number of 234,754 due to the B117 or UK variant.
The group also projected that the number of deaths could rise by about 990 cases “unless everyone especially the national and local governments and health authorities work together in ensuring the spread of the disease is curbed.”OCTA Research fellows recommended that health care workers inoculate themselves with any vaccine available to boost their immunity from the COVID 19 virus, especially with the discovery of the South African B.1.351 variant in Pasay City, as well as the rising number of the UK B.117 variant in certain cities in Metro Manila, including Pasay and Makati.
In an online press conference staged for OCTA Research by BluePrint.PH, Dr. Nicanor Austriaco, OP, a molecular biologist from the Providence College in Providence, Rhode Islands, USA and a visiting professor in the University of Sto. Tomas, said.
There is still a possibility of containing the spread of the so-called “super-COVID variants,” the South African B.1.351 in particular, if the Pasay City government will undertake quick steps along with the city’s residents in containing the infection from spreading, said Fr. Nicanor Austriaco, a molecular biologist from the Providence College in the US and a visiting professor in the University of Santo Tomas.
“We still have a window to eliminate the B.1.351 from circulation. I am hoping that Pasay contain the spread. If the LGU can eliminate the B.1.351, then we are safe. Otherwise, we will have to talk about other options,” Austriaco said.In its March 1 report, OCTA Research said that the surge in cases of COVID-19 is already “inevitable” and that the only steps the government and the public could take is to reduce the potential number of cases by ensuring the containment of the disease through vaccination and practice of the minimum health protocols.
OCTA Research chief Guido David of the University of the Philippines noted that Pasay City and Makati City have registered the highest rate of increase in cases in Metro Manila.
“If this trend continues and the national reproduction number remains at around Rt 1.2, the country is projected to have 665,000 COVID-19 cases and 14,000 deaths by end of March. If the reproduction number is reduced to Rt 1, the total number of COVID-19 cases is projected to be 640,000 by month’s end, with 13,500 deaths,” David said.“On the other hand, if the reproduction number continues to increase and new COVID-19 cases continue to escalate especially in the NCR, the projection is 715,000 COVID-19 cases and 15,000 deaths by the end of March,” he added.
“This trend has been reversed, with significant positive growth in new cases observed in some LGUs in the region. In this light, based on our analysis of the data and the past trends in the NCR, we believe that a surge in its early stages has already started in some LGUs,” OCTA said.
However, it should be noted that this potentially serious surge in the NCR is still in its early stages and can still be mitigated, said OCTA Research fellow Ranjit Rye.
He said the inevitable rapid increase in COVID-19 cases could still be managed with the “implementation of appropriate and timely responses to reverse this increasing trend quickly and to prevent this ensuing surge from becoming full-blown and potentially overwhelming the health care system in the NCR.” SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
https://mb.com.ph/2021/03/03/paranaque-city-zuellig-pharmaceutical-ink-deal-for-storage-of-covid-19-vaccine/,"Parañaque City, Zuellig Pharmaceutical ink deal for storage of COVID-19 vaccine",by Jean Fernando,"Published March 3, 2021, 4:25 PM","
The Parañaque City government and Zuellig Pharmaceutical-Philippines on Monday (March 1) inked a deal for the storage of 200,000 doses of AstraZeneca vaccine procured by the city government which is expected to arrive in the second quarter this year.
(Zuellig Pharma / MANILA BULLETIN)
Mayor Edwin Olivarez and Zuellig’s president and general manager Danilo Cahoy signed an agreement for the logistics services in the distribution of the vaccines in the city’s 16 barangays.
Olivarez said that he is hoping AstraZeneca shots will arrive in the country in the late second quarter or early July and will be welcomed by city hall and pharmaceutical officials.He said the city government already gave a 20 percent advance payment amounting to P9.6 million for the AstraZeneca vaccine.
The mayor also said that around 500,000 city residents will receive the vaccine once it arrives in the city.
Health workers will be prioritized in the vaccination program of the city government followed by essential service workers, security and traffic personnel, and senior citizens.
“Zuellig’s storage has a capability of up to 70 degrees centigrade. From the airport, the vaccines will be brought to their storage and to our vaccination centers here in the city,” Olivarez said.He added that the pharmaceutical company’s warehouse is located along West Service Road, South Superhighway in Barangay Sun Valley, and just a 10-minute drive from the Ninoy Aquino International Airport (NAIA). SIGN UP TO DAILY NEWSLETTER
CLICK HERE TO SIGN-UP"
